"Weight set: ","[0.00901413316794486, 0.31051462633709526, 0.2167698714962747, 0.7032772432533334]"
"wikipathways","kegg","LCS","Normalized LCS","Gene Agreement","GenePair Agreement","Score"
"sc_methionine_degradation_wp46_69881","rna_polymerase_i,_eukaryotes","8.000","0.161","0.965","0.998","0.638"
"sc_methionine_degradation_wp46_69881","exosome,_eukaryotes","7.000","0.129","0.975","0.999","0.619"
"sc_methionine_degradation_wp46_69881","dna_polymerase_epsilon_complex","11.000","0.258","0.987","1.000","0.714"
"sc_methionine_degradation_wp46_69881","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","14.000","0.355","0.990","1.000","0.783"
"sc_methionine_degradation_wp46_69881","n-glycan_precursor_biosynthesis","8.000","0.161","0.967","0.998","0.639"
"sc_methionine_degradation_wp46_69881","cytochrome_bc1_complex_respiratory_unit","12.000","0.290","0.985","1.000","0.736"
"sc_methionine_degradation_wp46_69881","dna_polymerase_zeta  complex","9.000","0.194","0.995","1.000","0.671"
"sc_methionine_degradation_wp46_69881","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","16.000","0.419","0.995","1.000","0.830"
"sc_methionine_degradation_wp46_69881","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","15.000","0.387","0.987","1.000","0.805"
"sc_methionine_degradation_wp46_69881","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","12.000","0.290","0.987","1.000","0.737"
"sc_methionine_degradation_wp46_69881","scf-cdc4_complex","5.000","0.065","0.990","1.000","0.579"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","c5_isoprenoid_biosynthesis,_mevalonate_pathway","22.000","0.613","0.960","0.997","0.954"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","gluconeogenesis,_oxaloacetate_=>_fructose-6p","15.000","0.387","0.912","0.986","0.778"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","aminoacyl-trna_biosynthesis,_eukaryotes","19.000","0.516","0.831","0.945","0.835"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","scf-grr1_complex","6.000","0.097","0.980","0.999","0.598"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","19.000","0.516","0.980","0.999","0.893"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","n-glycan_biosynthesis,_high-mannose_type","18.000","0.484","0.945","0.995","0.859"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","cell_cycle_-_g1/s_transition","11.000","0.258","0.970","0.999","0.708"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","19.000","0.516","0.955","0.997","0.885"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","succinate_dehydrogenase_(ubiquinone)","18.000","0.484","0.965","0.998","0.865"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","18.000","0.484","0.980","0.999","0.870"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","20.000","0.548","0.917","0.988","0.893"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","beta-oxidation,_acyl-coa_synthesis","19.000","0.516","0.980","0.999","0.893"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","escrt-0_complex","7.000","0.129","0.990","1.000","0.624"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","proline_biosynthesis,_glutamate_=>_proline","20.000","0.548","0.980","0.999","0.916"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","27.000","0.774","0.980","0.999","1.074"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","glyoxylate_cycle","7.000","0.129","0.945","0.995","0.609"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","exosome,_archaea","7.000","0.129","0.980","0.999","0.621"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","22.000","0.613","0.960","0.997","0.954"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","camp_signaling","7.000","0.129","0.970","0.999","0.617"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","f-type_atpase,_eukaryotes","11.000","0.258","0.917","0.988","0.689"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","sphingosine_degradation","13.000","0.323","0.985","1.000","0.758"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","25.000","0.710","0.955","0.997","1.021"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","26.000","0.742","0.960","0.997","1.045"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","24.000","0.677","0.985","1.000","1.008"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","20.000","0.548","0.965","0.998","0.911"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","ski_complex","5.000","0.065","0.985","1.000","0.577"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","mrx_complex","4.000","0.032","0.985","1.000","0.554"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","26.000","0.742","0.985","1.000","1.053"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","lsm_1-7_complex","5.000","0.065","0.965","0.998","0.570"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","glycolysis,_core_module_involving_three-carbon_compounds","17.000","0.452","0.917","0.988","0.825"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","sm_core_complex","7.000","0.129","0.965","0.998","0.616"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","cell_cycle_-_g2/m_transition","12.000","0.290","0.970","0.999","0.731"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","dna_polymerase_alpha_/_primase_complex","12.000","0.290","0.980","0.999","0.734"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","decapping_complex","7.000","0.129","0.975","0.999","0.619"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","sec61_complex","6.000","0.097","0.975","0.999","0.596"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","mcm_complex","5.000","0.065","0.970","0.999","0.572"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","spliceosome,_u1-snrnp","10.000","0.226","0.955","0.997","0.680"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","cap_binding_complex","10.000","0.226","0.990","1.000","0.692"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","h/aca_ribonucleoprotein_complex","13.000","0.323","0.980","0.999","0.757"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","origin_recognition_complex","13.000","0.323","0.970","0.999","0.754"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","n-glycan_precursor_trimming","10.000","0.226","0.980","0.999","0.689"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","gins_complex","5.000","0.065","0.980","0.999","0.575"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","tetrahydrofolate_biosynthesis,_gtp_=>_thf","23.000","0.645","0.965","0.998","0.979"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","lsm_2-8_complex","5.000","0.065","0.965","0.998","0.570"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","proteasome,_19s_regulatory_particle_(pa700)","15.000","0.387","0.907","0.985","0.776"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","rf-c_complex","5.000","0.065","0.975","0.999","0.574"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","21.000","0.581","0.955","0.997","0.930"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","25.000","0.710","0.975","0.999","1.027"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","25.000","0.710","0.990","1.000","1.032"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","holo-tfiih_complex","8.000","0.161","0.950","0.996","0.633"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","serine_biosynthesis,_glycerate-3p_=>_serine","21.000","0.581","0.980","0.999","0.938"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","cytochrome_bc1_complex","11.000","0.258","0.936","0.993","0.696"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","escrt-iii_complex","9.000","0.194","0.960","0.997","0.659"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","17.000","0.452","0.980","0.999","0.848"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","21.000","0.581","0.970","0.999","0.935"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","25.000","0.710","0.970","0.999","1.026"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","c1-unit_interconversion,_eukaryotes","15.000","0.387","0.980","0.999","0.802"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","20.000","0.548","0.975","0.999","0.914"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","gaba_(gamma-aminobutyrate)_shunt","10.000","0.226","0.985","1.000","0.690"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","n-glycosylation_by_oligosaccharyltransferase","16.000","0.419","0.955","0.997","0.817"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","coenzyme_a_biosynthesis,_pantothenate_=>_coa","22.000","0.613","0.975","0.999","0.959"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","fatty_acid_biosynthesis,_initiation","18.000","0.484","0.975","0.999","0.869"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","gpi-anchor_biosynthesis,_core_oligosaccharide","20.000","0.548","0.960","0.997","0.909"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","pentose_phosphate_pathway_(pentose_phosphate_cycle)","18.000","0.484","0.931","0.992","0.853"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","27.000","0.774","0.960","0.997","1.068"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","26.000","0.742","0.980","0.999","1.052"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","20.000","0.548","0.970","0.999","0.912"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","p97-ufd1-npl4_complex","5.000","0.065","0.985","1.000","0.577"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","22.000","0.613","0.985","1.000","0.963"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","citrate_cycle_(tca_cycle,_krebs_cycle)","14.000","0.355","0.875","0.971","0.741"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","15.000","0.387","0.875","0.971","0.763"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","methionine_salvage_pathway","15.000","0.387","0.950","0.996","0.792"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","apc/c_complex","5.000","0.065","0.936","0.993","0.560"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","rna_polymerase_ii,_eukaryotes","13.000","0.323","0.941","0.994","0.743"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","ornithine_biosynthesis,_glutamate_=>_ornithine","23.000","0.645","0.980","0.999","0.984"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","assimilatory_sulfate_reduction,_sulfate_=>_h2s","17.000","0.452","0.975","0.999","0.846"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","eif4f_complex","5.000","0.065","0.975","0.999","0.574"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","25.000","0.710","0.960","0.997","1.022"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","prpp_biosynthesis,_ribose_5p_=>_prpp","17.000","0.452","0.975","0.999","0.846"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","dna_damage-induced_cell_cycle_checkpoints","14.000","0.355","0.975","0.999","0.778"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","copii_complex","7.000","0.129","0.975","0.999","0.619"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","ergocalciferol_biosynthesis","18.000","0.484","0.975","0.999","0.869"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","rna_polymerase_iii,_eukaryotes","13.000","0.323","0.921","0.989","0.736"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","21.000","0.581","0.990","1.000","0.941"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","scf-met30_complex","8.000","0.161","0.980","0.999","0.643"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","23.000","0.645","0.985","1.000","0.985"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","tramp_complex","7.000","0.129","0.975","0.999","0.619"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","histidine_biosynthesis,_prpp_=>_histidine","23.000","0.645","0.965","0.998","0.979"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","ribosome,_eukaryotes","9.000","0.194","0.477","0.418","0.384"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","escrt-ii_complex","9.000","0.194","0.985","1.000","0.668"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","tryptophan_biosynthesis,_chorismate_=>_tryptophan","20.000","0.548","0.975","0.999","0.914"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","proteasome,_20s_core_particle","11.000","0.258","0.931","0.992","0.695"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","23.000","0.645","0.985","1.000","0.985"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","22.000","0.613","0.945","0.995","0.949"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","fatty_acid_biosynthesis,_elongation","18.000","0.484","0.985","1.000","0.872"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","rna_polymerase_i,_eukaryotes","13.000","0.323","0.931","0.992","0.740"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","exosome,_eukaryotes","9.000","0.194","0.950","0.996","0.656"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","dna_polymerase_epsilon_complex","12.000","0.290","0.975","0.999","0.732"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","20.000","0.548","0.980","0.999","0.916"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","n-glycan_precursor_biosynthesis","19.000","0.516","0.936","0.993","0.878"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","cytochrome_bc1_complex_respiratory_unit","16.000","0.419","0.970","0.999","0.822"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","dna_polymerase_zeta  complex","9.000","0.194","0.990","1.000","0.669"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","21.000","0.581","0.990","1.000","0.941"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","21.000","0.581","0.975","0.999","0.937"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","15.000","0.387","0.975","0.999","0.801"
"sc_threonine_and_methionine_biosynthesis_wp423_69874","scf-cdc4_complex","6.000","0.097","0.980","0.999","0.598"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","c5_isoprenoid_biosynthesis,_mevalonate_pathway","26.000","0.742","0.875","0.972","1.013"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","gluconeogenesis,_oxaloacetate_=>_fructose-6p","17.000","0.452","0.740","0.854","0.742"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","aminoacyl-trna_biosynthesis,_eukaryotes","22.000","0.613","0.546","0.523","0.723"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","scf-grr1_complex","8.000","0.161","0.936","0.994","0.628"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","18.000","0.484","0.936","0.994","0.855"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","n-glycan_biosynthesis,_high-mannose_type","23.000","0.645","0.832","0.945","0.926"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","cell_cycle_-_g1/s_transition","11.000","0.258","0.905","0.985","0.685"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","19.000","0.516","0.861","0.964","0.848"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","succinate_dehydrogenase_(ubiquinone)","14.000","0.355","0.890","0.979","0.747"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","18.000","0.484","0.936","0.994","0.855"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","21.000","0.581","0.753","0.869","0.840"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","beta-oxidation,_acyl-coa_synthesis","14.000","0.355","0.936","0.994","0.765"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","escrt-0_complex","8.000","0.161","0.967","0.999","0.639"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","proline_biosynthesis,_glutamate_=>_proline","21.000","0.581","0.936","0.994","0.923"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","24.000","0.677","0.936","0.994","0.991"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","glyoxylate_cycle","8.000","0.161","0.832","0.945","0.586"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","exosome,_archaea","8.000","0.161","0.936","0.994","0.628"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","28.000","0.806","0.875","0.972","1.059"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","camp_signaling","7.000","0.129","0.905","0.985","0.594"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","f-type_atpase,_eukaryotes","11.000","0.258","0.753","0.869","0.613"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","sphingosine_degradation","11.000","0.258","0.951","0.997","0.702"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","29.000","0.839","0.861","0.964","1.075"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","22.000","0.613","0.875","0.972","0.922"
"sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","25.000","0.710","0.951","0.997","1.020"
