"Weight set: ","[0.00901413316794486, 0.31051462633709526, 0.2167698714962747, 0.7032772432533334]"
"wikipathways","kegg","LCS","Normalized LCS","Gene Agreement","GenePair Agreement","Score"
"sc_glycogen_catabolism_wp478_70263","proteasome,_19s_regulatory_particle_(pa700)","13.000","0.323","0.953","0.997","0.748"
"sc_glycogen_catabolism_wp478_70263","rf-c_complex","6.000","0.097","0.987","1.000","0.600"
"sc_glycogen_catabolism_wp478_70263","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","13.000","0.323","0.977","0.999","0.756"
"sc_glycogen_catabolism_wp478_70263","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","11.000","0.258","0.987","1.000","0.714"
"sc_glycogen_catabolism_wp478_70263","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","14.000","0.355","0.995","1.000","0.784"
"sc_glycogen_catabolism_wp478_70263","holo-tfiih_complex","7.000","0.129","0.975","0.999","0.619"
"sc_glycogen_catabolism_wp478_70263","serine_biosynthesis,_glycerate-3p_=>_serine","11.000","0.258","0.990","1.000","0.715"
"sc_glycogen_catabolism_wp478_70263","cytochrome_bc1_complex","10.000","0.226","0.967","0.998","0.685"
"sc_glycogen_catabolism_wp478_70263","escrt-iii_complex","7.000","0.129","0.980","0.999","0.621"
"sc_glycogen_catabolism_wp478_70263","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","13.000","0.323","0.990","1.000","0.760"
"sc_glycogen_catabolism_wp478_70263","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","14.000","0.355","0.985","1.000","0.781"
"sc_glycogen_catabolism_wp478_70263","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","14.000","0.355","0.985","1.000","0.781"
"sc_glycogen_catabolism_wp478_70263","c1-unit_interconversion,_eukaryotes","10.000","0.226","0.990","1.000","0.692"
"sc_glycogen_catabolism_wp478_70263","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","11.000","0.258","0.987","1.000","0.714"
"sc_glycogen_catabolism_wp478_70263","gaba_(gamma-aminobutyrate)_shunt","6.000","0.097","0.992","1.000","0.602"
"sc_glycogen_catabolism_wp478_70263","n-glycosylation_by_oligosaccharyltransferase","12.000","0.290","0.977","0.999","0.733"
"sc_glycogen_catabolism_wp478_70263","coenzyme_a_biosynthesis,_pantothenate_=>_coa","13.000","0.323","0.987","1.000","0.759"
"sc_glycogen_catabolism_wp478_70263","fatty_acid_biosynthesis,_initiation","8.000","0.161","0.987","1.000","0.646"
"sc_glycogen_catabolism_wp478_70263","gpi-anchor_biosynthesis,_core_oligosaccharide","11.000","0.258","0.980","0.999","0.711"
"sc_glycogen_catabolism_wp478_70263","pentose_phosphate_pathway_(pentose_phosphate_cycle)","13.000","0.323","0.965","0.998","0.752"
"sc_glycogen_catabolism_wp478_70263","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","12.000","0.290","0.980","0.999","0.734"
"sc_glycogen_catabolism_wp478_70263","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","12.000","0.290","0.990","1.000","0.737"
"sc_glycogen_catabolism_wp478_70263","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","12.000","0.290","0.985","1.000","0.736"
"sc_glycogen_catabolism_wp478_70263","p97-ufd1-npl4_complex","6.000","0.097","0.992","1.000","0.602"
"sc_glycogen_catabolism_wp478_70263","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","12.000","0.290","0.992","1.000","0.738"
"sc_glycogen_catabolism_wp478_70263","citrate_cycle_(tca_cycle,_krebs_cycle)","11.000","0.258","0.936","0.994","0.696"
"sc_glycogen_catabolism_wp478_70263","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","15.000","0.387","0.936","0.994","0.787"
"sc_glycogen_catabolism_wp478_70263","methionine_salvage_pathway","8.000","0.161","0.975","0.999","0.642"
"sc_glycogen_catabolism_wp478_70263","apc/c_complex","7.000","0.129","0.967","0.998","0.617"
"sc_glycogen_catabolism_wp478_70263","rna_polymerase_ii,_eukaryotes","8.000","0.161","0.970","0.999","0.640"
"sc_glycogen_catabolism_wp478_70263","ornithine_biosynthesis,_glutamate_=>_ornithine","10.000","0.226","0.990","1.000","0.692"
"sc_glycogen_catabolism_wp478_70263","assimilatory_sulfate_reduction,_sulfate_=>_h2s","12.000","0.290","0.987","1.000","0.737"
"sc_glycogen_catabolism_wp478_70263","eif4f_complex","6.000","0.097","0.987","1.000","0.600"
"sc_glycogen_catabolism_wp478_70263","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","13.000","0.323","0.980","0.999","0.757"
"sc_glycogen_catabolism_wp478_70263","prpp_biosynthesis,_ribose_5p_=>_prpp","10.000","0.226","0.987","1.000","0.691"
"sc_glycogen_catabolism_wp478_70263","dna_damage-induced_cell_cycle_checkpoints","11.000","0.258","0.987","1.000","0.714"
"sc_glycogen_catabolism_wp478_70263","copii_complex","7.000","0.129","0.987","1.000","0.623"
"sc_glycogen_catabolism_wp478_70263","ergocalciferol_biosynthesis","9.000","0.194","0.987","1.000","0.668"
"sc_glycogen_catabolism_wp478_70263","rna_polymerase_iii,_eukaryotes","8.000","0.161","0.960","0.998","0.637"
"sc_glycogen_catabolism_wp478_70263","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","12.000","0.290","0.995","1.000","0.739"
"sc_glycogen_catabolism_wp478_70263","scf-met30_complex","8.000","0.161","0.990","1.000","0.647"
"sc_glycogen_catabolism_wp478_70263","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","11.000","0.258","0.992","1.000","0.715"
"sc_glycogen_catabolism_wp478_70263","tramp_complex","5.000","0.065","0.987","1.000","0.578"
"sc_glycogen_catabolism_wp478_70263","histidine_biosynthesis,_prpp_=>_histidine","10.000","0.226","0.982","1.000","0.690"
"sc_glycogen_catabolism_wp478_70263","ribosome,_eukaryotes","7.000","0.129","0.691","0.830","0.494"
"sc_glycogen_catabolism_wp478_70263","escrt-ii_complex","7.000","0.129","0.992","1.000","0.625"
"sc_glycogen_catabolism_wp478_70263","tryptophan_biosynthesis,_chorismate_=>_tryptophan","11.000","0.258","0.987","1.000","0.714"
"sc_glycogen_catabolism_wp478_70263","proteasome,_20s_core_particle","9.000","0.194","0.965","0.998","0.661"
"sc_glycogen_catabolism_wp478_70263","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","13.000","0.323","0.992","1.000","0.761"
"sc_glycogen_catabolism_wp478_70263","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","12.000","0.290","0.972","0.999","0.732"
"sc_glycogen_catabolism_wp478_70263","fatty_acid_biosynthesis,_elongation","8.000","0.161","0.992","1.000","0.647"
"sc_glycogen_catabolism_wp478_70263","rna_polymerase_i,_eukaryotes","8.000","0.161","0.965","0.998","0.638"
"sc_glycogen_catabolism_wp478_70263","exosome,_eukaryotes","7.000","0.129","0.975","0.999","0.619"
"sc_glycogen_catabolism_wp478_70263","dna_polymerase_epsilon_complex","10.000","0.226","0.987","1.000","0.691"
"sc_glycogen_catabolism_wp478_70263","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","11.000","0.258","0.990","1.000","0.715"
"sc_glycogen_catabolism_wp478_70263","n-glycan_precursor_biosynthesis","11.000","0.258","0.967","0.998","0.707"
"sc_glycogen_catabolism_wp478_70263","cytochrome_bc1_complex_respiratory_unit","12.000","0.290","0.985","1.000","0.736"
"sc_glycogen_catabolism_wp478_70263","dna_polymerase_zeta  complex","10.000","0.226","0.995","1.000","0.694"
"sc_glycogen_catabolism_wp478_70263","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","10.000","0.226","0.995","1.000","0.694"
"sc_glycogen_catabolism_wp478_70263","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","10.000","0.226","0.987","1.000","0.691"
"sc_glycogen_catabolism_wp478_70263","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","9.000","0.194","0.987","1.000","0.668"
"sc_glycogen_catabolism_wp478_70263","scf-cdc4_complex","8.000","0.161","0.990","1.000","0.647"
"sc_glutamate_degradation_vii_wp559_70041","c5_isoprenoid_biosynthesis,_mevalonate_pathway","11.000","0.258","0.955","0.997","0.703"
"sc_glutamate_degradation_vii_wp559_70041","gluconeogenesis,_oxaloacetate_=>_fructose-6p","12.000","0.290","0.902","0.982","0.706"
"sc_glutamate_degradation_vii_wp559_70041","aminoacyl-trna_biosynthesis,_eukaryotes","11.000","0.258","0.812","0.929","0.644"
"sc_glutamate_degradation_vii_wp559_70041","scf-grr1_complex","6.000","0.097","0.977","0.999","0.597"
"sc_glutamate_degradation_vii_wp559_70041","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","14.000","0.355","0.977","0.999","0.779"
"sc_glutamate_degradation_vii_wp559_70041","n-glycan_biosynthesis,_high-mannose_type","11.000","0.258","0.939","0.994","0.697"
"sc_glutamate_degradation_vii_wp559_70041","cell_cycle_-_g1/s_transition","12.000","0.290","0.966","0.998","0.730"
"sc_glutamate_degradation_vii_wp559_70041","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","18.000","0.484","0.950","0.996","0.860"
"sc_glutamate_degradation_vii_wp559_70041","succinate_dehydrogenase_(ubiquinone)","14.000","0.355","0.961","0.998","0.773"
"sc_glutamate_degradation_vii_wp559_70041","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","23.000","0.645","0.977","0.999","0.983"
"sc_glutamate_degradation_vii_wp559_70041","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","17.000","0.452","0.907","0.984","0.822"
"sc_glutamate_degradation_vii_wp559_70041","beta-oxidation,_acyl-coa_synthesis","10.000","0.226","0.977","0.999","0.688"
"sc_glutamate_degradation_vii_wp559_70041","escrt-0_complex","6.000","0.097","0.989","1.000","0.601"
"sc_glutamate_degradation_vii_wp559_70041","proline_biosynthesis,_glutamate_=>_proline","15.000","0.387","0.977","0.999","0.801"
"sc_glutamate_degradation_vii_wp559_70041","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","15.000","0.387","0.977","0.999","0.801"
"sc_glutamate_degradation_vii_wp559_70041","glyoxylate_cycle","7.000","0.129","0.939","0.994","0.607"
"sc_glutamate_degradation_vii_wp559_70041","exosome,_archaea","7.000","0.129","0.977","0.999","0.620"
"sc_glutamate_degradation_vii_wp559_70041","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","13.000","0.323","0.955","0.997","0.749"
"sc_glutamate_degradation_vii_wp559_70041","camp_signaling","8.000","0.161","0.966","0.998","0.639"
"sc_glutamate_degradation_vii_wp559_70041","f-type_atpase,_eukaryotes","8.000","0.161","0.907","0.984","0.617"
"sc_glutamate_degradation_vii_wp559_70041","sphingosine_degradation","15.000","0.387","0.983","1.000","0.803"
"sc_glutamate_degradation_vii_wp559_70041","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","15.000","0.387","0.950","0.996","0.792"
"sc_glutamate_degradation_vii_wp559_70041","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","15.000","0.387","0.955","0.997","0.794"
"sc_glutamate_degradation_vii_wp559_70041","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","12.000","0.290","0.983","1.000","0.735"
"sc_glutamate_degradation_vii_wp559_70041","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","16.000","0.419","0.961","0.998","0.818"
"sc_glutamate_degradation_vii_wp559_70041","ski_complex","4.000","0.032","0.983","1.000","0.554"
"sc_glutamate_degradation_vii_wp559_70041","mrx_complex","4.000","0.032","0.983","1.000","0.554"
"sc_glutamate_degradation_vii_wp559_70041","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","16.000","0.419","0.983","1.000","0.826"
"sc_glutamate_degradation_vii_wp559_70041","lsm_1-7_complex","5.000","0.065","0.961","0.998","0.569"
"sc_glutamate_degradation_vii_wp559_70041","glycolysis,_core_module_involving_three-carbon_compounds","13.000","0.323","0.907","0.984","0.731"
"sc_glutamate_degradation_vii_wp559_70041","sm_core_complex","6.000","0.097","0.961","0.998","0.592"
"sc_glutamate_degradation_vii_wp559_70041","cell_cycle_-_g2/m_transition","12.000","0.290","0.966","0.998","0.730"
"sc_glutamate_degradation_vii_wp559_70041","dna_polymerase_alpha_/_primase_complex","12.000","0.290","0.977","0.999","0.733"
"sc_glutamate_degradation_vii_wp559_70041","decapping_complex","7.000","0.129","0.972","0.999","0.618"
"sc_glutamate_degradation_vii_wp559_70041","sec61_complex","5.000","0.065","0.972","0.999","0.573"
"sc_glutamate_degradation_vii_wp559_70041","mcm_complex","5.000","0.065","0.966","0.998","0.571"
"sc_glutamate_degradation_vii_wp559_70041","spliceosome,_u1-snrnp","8.000","0.161","0.950","0.996","0.633"
"sc_glutamate_degradation_vii_wp559_70041","cap_binding_complex","8.000","0.161","0.989","1.000","0.646"
"sc_glutamate_degradation_vii_wp559_70041","h/aca_ribonucleoprotein_complex","10.000","0.226","0.977","0.999","0.688"
"sc_glutamate_degradation_vii_wp559_70041","origin_recognition_complex","10.000","0.226","0.966","0.998","0.684"
"sc_glutamate_degradation_vii_wp559_70041","n-glycan_precursor_trimming","10.000","0.226","0.977","0.999","0.688"
"sc_glutamate_degradation_vii_wp559_70041","gins_complex","5.000","0.065","0.977","0.999","0.574"
"sc_glutamate_degradation_vii_wp559_70041","tetrahydrofolate_biosynthesis,_gtp_=>_thf","14.000","0.355","0.961","0.998","0.773"
"sc_glutamate_degradation_vii_wp559_70041","lsm_2-8_complex","5.000","0.065","0.961","0.998","0.569"
"sc_glutamate_degradation_vii_wp559_70041","proteasome,_19s_regulatory_particle_(pa700)","17.000","0.452","0.896","0.980","0.817"
"sc_glutamate_degradation_vii_wp559_70041","rf-c_complex","4.000","0.032","0.972","0.999","0.550"
"sc_glutamate_degradation_vii_wp559_70041","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","17.000","0.452","0.950","0.996","0.837"
"sc_glutamate_degradation_vii_wp559_70041","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","13.000","0.323","0.972","0.999","0.754"
"sc_glutamate_degradation_vii_wp559_70041","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","12.000","0.290","0.989","1.000","0.737"
"sc_glutamate_degradation_vii_wp559_70041","holo-tfiih_complex","6.000","0.097","0.944","0.995","0.586"
"sc_glutamate_degradation_vii_wp559_70041","serine_biosynthesis,_glycerate-3p_=>_serine","12.000","0.290","0.977","0.999","0.733"
"sc_glutamate_degradation_vii_wp559_70041","cytochrome_bc1_complex","7.000","0.129","0.928","0.991","0.603"
"sc_glutamate_degradation_vii_wp559_70041","escrt-iii_complex","9.000","0.194","0.955","0.997","0.658"
"sc_glutamate_degradation_vii_wp559_70041","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","13.000","0.323","0.977","0.999","0.756"
"sc_glutamate_degradation_vii_wp559_70041","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","16.000","0.419","0.966","0.998","0.820"
"sc_glutamate_degradation_vii_wp559_70041","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","15.000","0.387","0.966","0.998","0.798"
"sc_glutamate_degradation_vii_wp559_70041","c1-unit_interconversion,_eukaryotes","11.000","0.258","0.977","0.999","0.711"
"sc_glutamate_degradation_vii_wp559_70041","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","15.000","0.387","0.972","0.999","0.800"
"sc_glutamate_degradation_vii_wp559_70041","gaba_(gamma-aminobutyrate)_shunt","10.000","0.226","0.983","1.000","0.690"
"sc_glutamate_degradation_vii_wp559_70041","n-glycosylation_by_oligosaccharyltransferase","10.000","0.226","0.950","0.996","0.679"
"sc_glutamate_degradation_vii_wp559_70041","coenzyme_a_biosynthesis,_pantothenate_=>_coa","12.000","0.290","0.972","0.999","0.731"
"sc_glutamate_degradation_vii_wp559_70041","fatty_acid_biosynthesis,_initiation","11.000","0.258","0.972","0.999","0.709"
"sc_glutamate_degradation_vii_wp559_70041","gpi-anchor_biosynthesis,_core_oligosaccharide","10.000","0.226","0.955","0.997","0.680"
"sc_glutamate_degradation_vii_wp559_70041","pentose_phosphate_pathway_(pentose_phosphate_cycle)","13.000","0.323","0.923","0.989","0.737"
"sc_glutamate_degradation_vii_wp559_70041","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","13.000","0.323","0.955","0.997","0.749"
"sc_glutamate_degradation_vii_wp559_70041","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","13.000","0.323","0.977","0.999","0.756"
"sc_glutamate_degradation_vii_wp559_70041","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","15.000","0.387","0.966","0.998","0.798"
"sc_glutamate_degradation_vii_wp559_70041","p97-ufd1-npl4_complex","5.000","0.065","0.983","1.000","0.576"
"sc_glutamate_degradation_vii_wp559_70041","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","15.000","0.387","0.983","1.000","0.803"
"sc_glutamate_degradation_vii_wp559_70041","citrate_cycle_(tca_cycle,_krebs_cycle)","11.000","0.258","0.861","0.963","0.666"
"sc_glutamate_degradation_vii_wp559_70041","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","12.000","0.290","0.861","0.963","0.689"
"sc_glutamate_degradation_vii_wp559_70041","methionine_salvage_pathway","10.000","0.226","0.944","0.995","0.677"
"sc_glutamate_degradation_vii_wp559_70041","apc/c_complex","4.000","0.032","0.928","0.991","0.535"
"sc_glutamate_degradation_vii_wp559_70041","rna_polymerase_ii,_eukaryotes","10.000","0.226","0.933","0.992","0.673"
"sc_glutamate_degradation_vii_wp559_70041","ornithine_biosynthesis,_glutamate_=>_ornithine","16.000","0.419","0.977","0.999","0.824"
"sc_glutamate_degradation_vii_wp559_70041","assimilatory_sulfate_reduction,_sulfate_=>_h2s","16.000","0.419","0.972","0.999","0.822"
"sc_glutamate_degradation_vii_wp559_70041","eif4f_complex","4.000","0.032","0.972","0.999","0.550"
"sc_glutamate_degradation_vii_wp559_70041","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","15.000","0.387","0.955","0.997","0.794"
"sc_glutamate_degradation_vii_wp559_70041","prpp_biosynthesis,_ribose_5p_=>_prpp","10.000","0.226","0.972","0.999","0.686"
"sc_glutamate_degradation_vii_wp559_70041","dna_damage-induced_cell_cycle_checkpoints","11.000","0.258","0.972","0.999","0.709"
"sc_glutamate_degradation_vii_wp559_70041","copii_complex","6.000","0.097","0.972","0.999","0.595"
"sc_glutamate_degradation_vii_wp559_70041","ergocalciferol_biosynthesis","8.000","0.161","0.972","0.999","0.641"
"sc_glutamate_degradation_vii_wp559_70041","rna_polymerase_iii,_eukaryotes","10.000","0.226","0.912","0.986","0.665"
"sc_glutamate_degradation_vii_wp559_70041","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","13.000","0.323","0.989","1.000","0.760"
"sc_glutamate_degradation_vii_wp559_70041","scf-met30_complex","7.000","0.129","0.977","0.999","0.620"
"sc_glutamate_degradation_vii_wp559_70041","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","12.000","0.290","0.983","1.000","0.735"
"sc_glutamate_degradation_vii_wp559_70041","tramp_complex","6.000","0.097","0.972","0.999","0.595"
"sc_glutamate_degradation_vii_wp559_70041","histidine_biosynthesis,_prpp_=>_histidine","11.000","0.258","0.961","0.998","0.705"
"sc_glutamate_degradation_vii_wp559_70041","ribosome,_eukaryotes","7.000","0.129","0.435","0.326","0.305"
"sc_glutamate_degradation_vii_wp559_70041","escrt-ii_complex","8.000","0.161","0.983","1.000","0.644"
"sc_glutamate_degradation_vii_wp559_70041","tryptophan_biosynthesis,_chorismate_=>_tryptophan","11.000","0.258","0.972","0.999","0.709"
"sc_glutamate_degradation_vii_wp559_70041","proteasome,_20s_core_particle","9.000","0.194","0.923","0.989","0.646"
"sc_glutamate_degradation_vii_wp559_70041","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","11.000","0.258","0.983","1.000","0.712"
"sc_glutamate_degradation_vii_wp559_70041","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","13.000","0.323","0.939","0.994","0.743"
"sc_glutamate_degradation_vii_wp559_70041","fatty_acid_biosynthesis,_elongation","12.000","0.290","0.983","1.000","0.735"
"sc_glutamate_degradation_vii_wp559_70041","rna_polymerase_i,_eukaryotes","9.000","0.194","0.923","0.989","0.646"
"sc_glutamate_degradation_vii_wp559_70041","exosome,_eukaryotes","7.000","0.129","0.944","0.995","0.609"
"sc_glutamate_degradation_vii_wp559_70041","dna_polymerase_epsilon_complex","12.000","0.290","0.972","0.999","0.731"
"sc_glutamate_degradation_vii_wp559_70041","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","12.000","0.290","0.977","0.999","0.733"
"sc_glutamate_degradation_vii_wp559_70041","n-glycan_precursor_biosynthesis","10.000","0.226","0.928","0.991","0.671"
"sc_glutamate_degradation_vii_wp559_70041","cytochrome_bc1_complex_respiratory_unit","12.000","0.290","0.966","0.998","0.730"
"sc_glutamate_degradation_vii_wp559_70041","dna_polymerase_zeta  complex","10.000","0.226","0.989","1.000","0.692"
"sc_glutamate_degradation_vii_wp559_70041","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","14.000","0.355","0.989","1.000","0.782"
"sc_glutamate_degradation_vii_wp559_70041","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","14.000","0.355","0.972","0.999","0.777"
"sc_glutamate_degradation_vii_wp559_70041","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","15.000","0.387","0.972","0.999","0.800"
"sc_glutamate_degradation_vii_wp559_70041","scf-cdc4_complex","5.000","0.065","0.977","0.999","0.574"
"sc_galactose_metabolism_wp549_69945","c5_isoprenoid_biosynthesis,_mevalonate_pathway","12.000","0.290","0.970","0.999","0.731"
"sc_galactose_metabolism_wp549_69945","gluconeogenesis,_oxaloacetate_=>_fructose-6p","13.000","0.323","0.933","0.993","0.741"
"sc_galactose_metabolism_wp549_69945","aminoacyl-trna_biosynthesis,_eukaryotes","12.000","0.290","0.870","0.972","0.694"
"sc_galactose_metabolism_wp549_69945","scf-grr1_complex","7.000","0.129","0.985","1.000","0.622"
"sc_galactose_metabolism_wp549_69945","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","14.000","0.355","0.985","1.000","0.781"
"sc_galactose_metabolism_wp549_69945","n-glycan_biosynthesis,_high-mannose_type","13.000","0.323","0.959","0.998","0.750"
"sc_galactose_metabolism_wp549_69945","cell_cycle_-_g1/s_transition","8.000","0.161","0.977","0.999","0.643"
"sc_galactose_metabolism_wp549_69945","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","13.000","0.323","0.966","0.998","0.752"
"sc_galactose_metabolism_wp549_69945","succinate_dehydrogenase_(ubiquinone)","10.000","0.226","0.974","0.999","0.687"
"sc_galactose_metabolism_wp549_69945","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","18.000","0.484","0.985","1.000","0.872"
"sc_galactose_metabolism_wp549_69945","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","12.000","0.290","0.937","0.994","0.720"
"sc_galactose_metabolism_wp549_69945","beta-oxidation,_acyl-coa_synthesis","9.000","0.194","0.985","1.000","0.668"
"sc_galactose_metabolism_wp549_69945","escrt-0_complex","7.000","0.129","0.992","1.000","0.625"
"sc_galactose_metabolism_wp549_69945","proline_biosynthesis,_glutamate_=>_proline","11.000","0.258","0.985","1.000","0.713"
"sc_galactose_metabolism_wp549_69945","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","15.000","0.387","0.985","1.000","0.804"
"sc_galactose_metabolism_wp549_69945","glyoxylate_cycle","7.000","0.129","0.959","0.998","0.614"
"sc_galactose_metabolism_wp549_69945","exosome,_archaea","6.000","0.097","0.985","1.000","0.600"
"sc_galactose_metabolism_wp549_69945","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","13.000","0.323","0.970","0.999","0.754"
"sc_galactose_metabolism_wp549_69945","camp_signaling","6.000","0.097","0.977","0.999","0.597"
"sc_galactose_metabolism_wp549_69945","f-type_atpase,_eukaryotes","10.000","0.226","0.937","0.994","0.674"
"sc_galactose_metabolism_wp549_69945","sphingosine_degradation","9.000","0.194","0.989","1.000","0.669"
"sc_galactose_metabolism_wp549_69945","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","13.000","0.323","0.966","0.998","0.752"
"sc_galactose_metabolism_wp549_69945","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","13.000","0.323","0.970","0.999","0.754"
"sc_galactose_metabolism_wp549_69945","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","13.000","0.323","0.989","1.000","0.760"
"sc_galactose_metabolism_wp549_69945","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","15.000","0.387","0.974","0.999","0.800"
"sc_galactose_metabolism_wp549_69945","ski_complex","6.000","0.097","0.989","1.000","0.601"
"sc_galactose_metabolism_wp549_69945","mrx_complex","5.000","0.065","0.989","1.000","0.578"
"sc_galactose_metabolism_wp549_69945","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","16.000","0.419","0.989","1.000","0.828"
"sc_galactose_metabolism_wp549_69945","lsm_1-7_complex","6.000","0.097","0.974","0.999","0.596"
"sc_galactose_metabolism_wp549_69945","glycolysis,_core_module_involving_three-carbon_compounds","15.000","0.387","0.937","0.994","0.788"
"sc_galactose_metabolism_wp549_69945","sm_core_complex","9.000","0.194","0.974","0.999","0.664"
"sc_galactose_metabolism_wp549_69945","cell_cycle_-_g2/m_transition","9.000","0.194","0.977","0.999","0.665"
"sc_galactose_metabolism_wp549_69945","dna_polymerase_alpha_/_primase_complex","12.000","0.290","0.985","1.000","0.736"
"sc_galactose_metabolism_wp549_69945","decapping_complex","6.000","0.097","0.981","1.000","0.598"
"sc_galactose_metabolism_wp549_69945","sec61_complex","7.000","0.129","0.981","1.000","0.621"
"sc_galactose_metabolism_wp549_69945","mcm_complex","6.000","0.097","0.977","0.999","0.597"
"sc_galactose_metabolism_wp549_69945","spliceosome,_u1-snrnp","9.000","0.194","0.966","0.998","0.662"
"sc_galactose_metabolism_wp549_69945","cap_binding_complex","7.000","0.129","0.992","1.000","0.625"
"sc_galactose_metabolism_wp549_69945","h/aca_ribonucleoprotein_complex","9.000","0.194","0.985","1.000","0.668"
"sc_galactose_metabolism_wp549_69945","origin_recognition_complex","8.000","0.161","0.977","0.999","0.643"
"sc_galactose_metabolism_wp549_69945","n-glycan_precursor_trimming","9.000","0.194","0.985","1.000","0.668"
"sc_galactose_metabolism_wp549_69945","gins_complex","6.000","0.097","0.985","1.000","0.600"
"sc_galactose_metabolism_wp549_69945","tetrahydrofolate_biosynthesis,_gtp_=>_thf","13.000","0.323","0.974","0.999","0.755"
"sc_galactose_metabolism_wp549_69945","lsm_2-8_complex","6.000","0.097","0.974","0.999","0.596"
"sc_galactose_metabolism_wp549_69945","proteasome,_19s_regulatory_particle_(pa700)","12.000","0.290","0.930","0.992","0.717"
