"wikipathways","kegg","LCS","Gene Agreement","GenePair Agreement"
"sc_arginine_degradation_wp54_70247","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","12","0.008","0.000"
"sc_arginine_degradation_wp54_70247","tramp_complex","4","0.013","0.000"
"sc_arginine_degradation_wp54_70247","histidine_biosynthesis,_prpp_=>_histidine","12","0.018","0.000"
"sc_arginine_degradation_wp54_70247","ribosome,_eukaryotes","7","0.309","0.170"
"sc_arginine_degradation_wp54_70247","escrt-ii_complex","8","0.008","0.000"
"sc_arginine_degradation_wp54_70247","tryptophan_biosynthesis,_chorismate_=>_tryptophan","11","0.013","0.000"
"sc_arginine_degradation_wp54_70247","proteasome,_20s_core_particle","8","0.035","0.002"
"sc_arginine_degradation_wp54_70247","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","12","0.008","0.000"
"sc_arginine_degradation_wp54_70247","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","12","0.028","0.001"
"sc_arginine_degradation_wp54_70247","fatty_acid_biosynthesis,_elongation","14","0.008","0.000"
"sc_arginine_degradation_wp54_70247","rna_polymerase_i,_eukaryotes","8","0.035","0.002"
"sc_arginine_degradation_wp54_70247","exosome,_eukaryotes","6","0.025","0.001"
"sc_arginine_degradation_wp54_70247","dna_polymerase_epsilon_complex","10","0.013","0.000"
"sc_arginine_degradation_wp54_70247","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","14","0.010","0.000"
"sc_arginine_degradation_wp54_70247","n-glycan_precursor_biosynthesis","9","0.033","0.002"
"sc_arginine_degradation_wp54_70247","cytochrome_bc1_complex_respiratory_unit","10","0.015","0.000"
"sc_arginine_degradation_wp54_70247","dna_polymerase_zeta  complex","8","0.005","0.000"
"sc_arginine_degradation_wp54_70247","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","17","0.005","0.000"
"sc_arginine_degradation_wp54_70247","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","14","0.013","0.000"
"sc_arginine_degradation_wp54_70247","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","12","0.013","0.000"
"sc_arginine_degradation_wp54_70247","scf-cdc4_complex","5","0.010","0.000"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","c5_isoprenoid_biosynthesis,_mevalonate_pathway","23","0.093","0.014"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","gluconeogenesis,_oxaloacetate_=>_fructose-6p","15","0.197","0.076"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","aminoacyl-trna_biosynthesis,_eukaryotes","19","0.357","0.279"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","scf-grr1_complex","6","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","17","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","n-glycan_biosynthesis,_high-mannose_type","19","0.125","0.028"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","cell_cycle_-_g1/s_transition","11","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","18","0.104","0.019"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","succinate_dehydrogenase_(ubiquinone)","16","0.082","0.011"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","18","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","19","0.187","0.068"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","beta-oxidation,_acyl-coa_synthesis","17","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","escrt-0_complex","6","0.024","0.001"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","proline_biosynthesis,_glutamate_=>_proline","20","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","26","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","glyoxylate_cycle","7","0.125","0.028"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","exosome,_archaea","7","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","25","0.093","0.014"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","camp_signaling","9","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","f-type_atpase,_eukaryotes","10","0.187","0.068"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","sphingosine_degradation","13","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","25","0.104","0.019"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","25","0.093","0.014"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","23","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","18","0.082","0.011"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","ski_complex","5","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","mrx_complex","4","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","25","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","lsm_1-7_complex","5","0.082","0.011"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","glycolysis,_core_module_involving_three-carbon_compounds","19","0.187","0.068"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","sm_core_complex","7","0.082","0.011"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","cell_cycle_-_g2/m_transition","11","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","dna_polymerase_alpha_/_primase_complex","14","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","decapping_complex","8","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","sec61_complex","6","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","mcm_complex","5","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","spliceosome,_u1-snrnp","9","0.104","0.019"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","cap_binding_complex","10","0.024","0.001"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","h/aca_ribonucleoprotein_complex","14","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","origin_recognition_complex","11","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","n-glycan_precursor_trimming","9","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","gins_complex","5","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","tetrahydrofolate_biosynthesis,_gtp_=>_thf","21","0.082","0.011"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","lsm_2-8_complex","5","0.082","0.011"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","proteasome,_19s_regulatory_particle_(pa700)","12","0.207","0.085"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","rf-c_complex","5","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","21","0.104","0.019"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","21","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","24","0.024","0.001"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","holo-tfiih_complex","7","0.115","0.023"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","serine_biosynthesis,_glycerate-3p_=>_serine","21","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","cytochrome_bc1_complex","8","0.146","0.040"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","escrt-iii_complex","8","0.093","0.014"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","16","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","19","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","26","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","c1-unit_interconversion,_eukaryotes","14","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","19","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","gaba_(gamma-aminobutyrate)_shunt","10","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","n-glycosylation_by_oligosaccharyltransferase","15","0.104","0.019"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","coenzyme_a_biosynthesis,_pantothenate_=>_coa","23","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","fatty_acid_biosynthesis,_initiation","18","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","gpi-anchor_biosynthesis,_core_oligosaccharide","18","0.093","0.014"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","pentose_phosphate_pathway_(pentose_phosphate_cycle)","15","0.157","0.046"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","25","0.093","0.014"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","25","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","20","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","p97-ufd1-npl4_complex","6","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","22","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","citrate_cycle_(tca_cycle,_krebs_cycle)","15","0.272","0.155"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","15","0.272","0.155"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","methionine_salvage_pathway","14","0.115","0.023"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","apc/c_complex","5","0.146","0.040"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","rna_polymerase_ii,_eukaryotes","12","0.136","0.034"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","ornithine_biosynthesis,_glutamate_=>_ornithine","20","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","assimilatory_sulfate_reduction,_sulfate_=>_h2s","15","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","eif4f_complex","5","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","24","0.093","0.014"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","prpp_biosynthesis,_ribose_5p_=>_prpp","16","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","dna_damage-induced_cell_cycle_checkpoints","14","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","copii_complex","7","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","ergocalciferol_biosynthesis","19","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","rna_polymerase_iii,_eukaryotes","12","0.177","0.060"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","21","0.024","0.001"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","scf-met30_complex","6","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","22","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","tramp_complex","4","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","histidine_biosynthesis,_prpp_=>_histidine","23","0.082","0.011"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","ribosome,_eukaryotes","10","0.829","0.993"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","escrt-ii_complex","7","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","tryptophan_biosynthesis,_chorismate_=>_tryptophan","18","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","proteasome,_20s_core_particle","9","0.157","0.046"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","24","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","22","0.125","0.028"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","fatty_acid_biosynthesis,_elongation","18","0.036","0.002"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","rna_polymerase_i,_eukaryotes","12","0.157","0.046"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","exosome,_eukaryotes","9","0.115","0.023"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","dna_polymerase_epsilon_complex","12","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","22","0.047","0.003"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","n-glycan_precursor_biosynthesis","19","0.146","0.040"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","cytochrome_bc1_complex_respiratory_unit","14","0.070","0.008"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","dna_polymerase_zeta  complex","9","0.024","0.001"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","21","0.024","0.001"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","21","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","13","0.059","0.005"
"sc_isoleucine_and_valine_biosynthesis_wp359_69861","scf-cdc4_complex","7","0.047","0.003"
"sc_fatty_acid_oxidation_wp91_71343","c5_isoprenoid_biosynthesis,_mevalonate_pathway","12","0.055","0.005"
"sc_fatty_acid_oxidation_wp91_71343","gluconeogenesis,_oxaloacetate_=>_fructose-6p","10","0.119","0.026"
"sc_fatty_acid_oxidation_wp91_71343","aminoacyl-trna_biosynthesis,_eukaryotes","9","0.225","0.104"
"sc_fatty_acid_oxidation_wp91_71343","scf-grr1_complex","7","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","12","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","n-glycan_biosynthesis,_high-mannose_type","10","0.074","0.010"
"sc_fatty_acid_oxidation_wp91_71343","cell_cycle_-_g1/s_transition","10","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","18","0.061","0.006"
"sc_fatty_acid_oxidation_wp91_71343","succinate_dehydrogenase_(ubiquinone)","11","0.048","0.004"
"sc_fatty_acid_oxidation_wp91_71343","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","14","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","19","0.113","0.023"
"sc_fatty_acid_oxidation_wp91_71343","beta-oxidation,_acyl-coa_synthesis","13","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","escrt-0_complex","7","0.014","0.000"
"sc_fatty_acid_oxidation_wp91_71343","proline_biosynthesis,_glutamate_=>_proline","9","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","13","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","glyoxylate_cycle","6","0.074","0.010"
"sc_fatty_acid_oxidation_wp91_71343","exosome,_archaea","5","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","14","0.055","0.005"
"sc_fatty_acid_oxidation_wp91_71343","camp_signaling","7","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","f-type_atpase,_eukaryotes","8","0.113","0.023"
"sc_fatty_acid_oxidation_wp91_71343","sphingosine_degradation","10","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","13","0.061","0.006"
"sc_fatty_acid_oxidation_wp91_71343","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","12","0.055","0.005"
"sc_fatty_acid_oxidation_wp91_71343","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","14","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","18","0.048","0.004"
"sc_fatty_acid_oxidation_wp91_71343","ski_complex","5","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","mrx_complex","4","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","14","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","lsm_1-7_complex","6","0.048","0.004"
"sc_fatty_acid_oxidation_wp91_71343","glycolysis,_core_module_involving_three-carbon_compounds","13","0.113","0.023"
"sc_fatty_acid_oxidation_wp91_71343","sm_core_complex","6","0.048","0.004"
"sc_fatty_acid_oxidation_wp91_71343","cell_cycle_-_g2/m_transition","10","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","dna_polymerase_alpha_/_primase_complex","9","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","decapping_complex","6","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","sec61_complex","6","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","mcm_complex","5","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","spliceosome,_u1-snrnp","6","0.061","0.006"
"sc_fatty_acid_oxidation_wp91_71343","cap_binding_complex","9","0.014","0.000"
"sc_fatty_acid_oxidation_wp91_71343","h/aca_ribonucleoprotein_complex","10","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","origin_recognition_complex","10","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","n-glycan_precursor_trimming","8","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","gins_complex","5","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","tetrahydrofolate_biosynthesis,_gtp_=>_thf","13","0.048","0.004"
"sc_fatty_acid_oxidation_wp91_71343","lsm_2-8_complex","6","0.048","0.004"
"sc_fatty_acid_oxidation_wp91_71343","proteasome,_19s_regulatory_particle_(pa700)","12","0.125","0.029"
"sc_fatty_acid_oxidation_wp91_71343","rf-c_complex","5","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","14","0.061","0.006"
"sc_fatty_acid_oxidation_wp91_71343","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","12","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","13","0.014","0.000"
"sc_fatty_acid_oxidation_wp91_71343","holo-tfiih_complex","5","0.068","0.008"
"sc_fatty_acid_oxidation_wp91_71343","serine_biosynthesis,_glycerate-3p_=>_serine","9","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","cytochrome_bc1_complex","7","0.087","0.013"
"sc_fatty_acid_oxidation_wp91_71343","escrt-iii_complex","8","0.055","0.005"
"sc_fatty_acid_oxidation_wp91_71343","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","11","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","18","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","16","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","c1-unit_interconversion,_eukaryotes","9","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","11","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","gaba_(gamma-aminobutyrate)_shunt","8","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","n-glycosylation_by_oligosaccharyltransferase","10","0.061","0.006"
"sc_fatty_acid_oxidation_wp91_71343","coenzyme_a_biosynthesis,_pantothenate_=>_coa","13","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","fatty_acid_biosynthesis,_initiation","18","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","gpi-anchor_biosynthesis,_core_oligosaccharide","10","0.055","0.005"
"sc_fatty_acid_oxidation_wp91_71343","pentose_phosphate_pathway_(pentose_phosphate_cycle)","12","0.094","0.016"
"sc_fatty_acid_oxidation_wp91_71343","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","12","0.055","0.005"
"sc_fatty_acid_oxidation_wp91_71343","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","13","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","21","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","p97-ufd1-npl4_complex","5","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","12","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","citrate_cycle_(tca_cycle,_krebs_cycle)","9","0.168","0.055"
"sc_fatty_acid_oxidation_wp91_71343","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","11","0.168","0.055"
"sc_fatty_acid_oxidation_wp91_71343","methionine_salvage_pathway","7","0.068","0.008"
"sc_fatty_acid_oxidation_wp91_71343","apc/c_complex","5","0.087","0.013"
"sc_fatty_acid_oxidation_wp91_71343","rna_polymerase_ii,_eukaryotes","7","0.081","0.011"
"sc_fatty_acid_oxidation_wp91_71343","ornithine_biosynthesis,_glutamate_=>_ornithine","11","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","assimilatory_sulfate_reduction,_sulfate_=>_h2s","14","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","eif4f_complex","5","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","13","0.055","0.005"
"sc_fatty_acid_oxidation_wp91_71343","prpp_biosynthesis,_ribose_5p_=>_prpp","9","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","dna_damage-induced_cell_cycle_checkpoints","9","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","copii_complex","6","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","ergocalciferol_biosynthesis","8","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","rna_polymerase_iii,_eukaryotes","7","0.106","0.021"
"sc_fatty_acid_oxidation_wp91_71343","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","11","0.014","0.000"
"sc_fatty_acid_oxidation_wp91_71343","scf-met30_complex","8","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","10","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","tramp_complex","5","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","histidine_biosynthesis,_prpp_=>_histidine","11","0.048","0.004"
"sc_fatty_acid_oxidation_wp91_71343","ribosome,_eukaryotes","6","0.639","0.814"
"sc_fatty_acid_oxidation_wp91_71343","escrt-ii_complex","7","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","tryptophan_biosynthesis,_chorismate_=>_tryptophan","11","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","proteasome,_20s_core_particle","8","0.094","0.016"
"sc_fatty_acid_oxidation_wp91_71343","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","12","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","11","0.074","0.010"
"sc_fatty_acid_oxidation_wp91_71343","fatty_acid_biosynthesis,_elongation","18","0.021","0.001"
"sc_fatty_acid_oxidation_wp91_71343","rna_polymerase_i,_eukaryotes","7","0.094","0.016"
"sc_fatty_acid_oxidation_wp91_71343","exosome,_eukaryotes","6","0.068","0.008"
"sc_fatty_acid_oxidation_wp91_71343","dna_polymerase_epsilon_complex","9","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","13","0.028","0.001"
"sc_fatty_acid_oxidation_wp91_71343","n-glycan_precursor_biosynthesis","8","0.087","0.013"
"sc_fatty_acid_oxidation_wp91_71343","cytochrome_bc1_complex_respiratory_unit","12","0.041","0.003"
"sc_fatty_acid_oxidation_wp91_71343","dna_polymerase_zeta  complex","7","0.014","0.000"
"sc_fatty_acid_oxidation_wp91_71343","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","13","0.014","0.000"
"sc_fatty_acid_oxidation_wp91_71343","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","13","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","15","0.034","0.002"
"sc_fatty_acid_oxidation_wp91_71343","scf-cdc4_complex","8","0.028","0.001"
"sc_p-cymene_degradation_wp181_69808","c5_isoprenoid_biosynthesis,_mevalonate_pathway","13","0.030","0.001"
"sc_p-cymene_degradation_wp181_69808","gluconeogenesis,_oxaloacetate_=>_fructose-6p","11","0.067","0.007"
"sc_p-cymene_degradation_wp181_69808","aminoacyl-trna_biosynthesis,_eukaryotes","9","0.130","0.030"
"sc_p-cymene_degradation_wp181_69808","scf-grr1_complex","7","0.015","0.000"
