"wikipathways","kegg","LCS","Gene Agreement","GenePair Agreement"
"sc_p-cymene_degradation_wp181_69808","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","14","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","n-glycan_biosynthesis,_high-mannose_type","11","0.041","0.003"
"sc_p-cymene_degradation_wp181_69808","cell_cycle_-_g1/s_transition","13","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","16","0.034","0.002"
"sc_p-cymene_degradation_wp181_69808","succinate_dehydrogenase_(ubiquinone)","13","0.026","0.001"
"sc_p-cymene_degradation_wp181_69808","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","18","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","16","0.063","0.007"
"sc_p-cymene_degradation_wp181_69808","beta-oxidation,_acyl-coa_synthesis","10","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","escrt-0_complex","6","0.008","0.000"
"sc_p-cymene_degradation_wp181_69808","proline_biosynthesis,_glutamate_=>_proline","11","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","14","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","glyoxylate_cycle","4","0.041","0.003"
"sc_p-cymene_degradation_wp181_69808","exosome,_archaea","7","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","14","0.030","0.001"
"sc_p-cymene_degradation_wp181_69808","camp_signaling","7","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","f-type_atpase,_eukaryotes","8","0.063","0.007"
"sc_p-cymene_degradation_wp181_69808","sphingosine_degradation","16","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","13","0.034","0.002"
"sc_p-cymene_degradation_wp181_69808","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","11","0.030","0.001"
"sc_p-cymene_degradation_wp181_69808","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","13","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","15","0.026","0.001"
"sc_p-cymene_degradation_wp181_69808","ski_complex","5","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","mrx_complex","4","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","15","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","lsm_1-7_complex","6","0.026","0.001"
"sc_p-cymene_degradation_wp181_69808","glycolysis,_core_module_involving_three-carbon_compounds","14","0.063","0.007"
"sc_p-cymene_degradation_wp181_69808","sm_core_complex","7","0.026","0.001"
"sc_p-cymene_degradation_wp181_69808","cell_cycle_-_g2/m_transition","13","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","dna_polymerase_alpha_/_primase_complex","12","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","decapping_complex","7","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","sec61_complex","6","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","mcm_complex","5","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","spliceosome,_u1-snrnp","9","0.034","0.002"
"sc_p-cymene_degradation_wp181_69808","cap_binding_complex","8","0.008","0.000"
"sc_p-cymene_degradation_wp181_69808","h/aca_ribonucleoprotein_complex","10","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","origin_recognition_complex","10","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","n-glycan_precursor_trimming","9","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","gins_complex","5","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","tetrahydrofolate_biosynthesis,_gtp_=>_thf","12","0.026","0.001"
"sc_p-cymene_degradation_wp181_69808","lsm_2-8_complex","6","0.026","0.001"
"sc_p-cymene_degradation_wp181_69808","proteasome,_19s_regulatory_particle_(pa700)","13","0.070","0.008"
"sc_p-cymene_degradation_wp181_69808","rf-c_complex","5","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","14","0.034","0.002"
"sc_p-cymene_degradation_wp181_69808","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","12","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","12","0.008","0.000"
"sc_p-cymene_degradation_wp181_69808","holo-tfiih_complex","5","0.038","0.002"
"sc_p-cymene_degradation_wp181_69808","serine_biosynthesis,_glycerate-3p_=>_serine","12","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","cytochrome_bc1_complex","7","0.049","0.004"
"sc_p-cymene_degradation_wp181_69808","escrt-iii_complex","7","0.030","0.001"
"sc_p-cymene_degradation_wp181_69808","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","14","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","15","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","15","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","c1-unit_interconversion,_eukaryotes","10","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","12","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","gaba_(gamma-aminobutyrate)_shunt","8","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","n-glycosylation_by_oligosaccharyltransferase","10","0.034","0.002"
"sc_p-cymene_degradation_wp181_69808","coenzyme_a_biosynthesis,_pantothenate_=>_coa","13","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","fatty_acid_biosynthesis,_initiation","11","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","gpi-anchor_biosynthesis,_core_oligosaccharide","12","0.030","0.001"
"sc_p-cymene_degradation_wp181_69808","pentose_phosphate_pathway_(pentose_phosphate_cycle)","13","0.052","0.004"
"sc_p-cymene_degradation_wp181_69808","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","12","0.030","0.001"
"sc_p-cymene_degradation_wp181_69808","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","14","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","16","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","p97-ufd1-npl4_complex","6","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","13","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","citrate_cycle_(tca_cycle,_krebs_cycle)","9","0.095","0.016"
"sc_p-cymene_degradation_wp181_69808","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","13","0.095","0.016"
"sc_p-cymene_degradation_wp181_69808","methionine_salvage_pathway","9","0.038","0.002"
"sc_p-cymene_degradation_wp181_69808","apc/c_complex","5","0.049","0.004"
"sc_p-cymene_degradation_wp181_69808","rna_polymerase_ii,_eukaryotes","10","0.045","0.003"
"sc_p-cymene_degradation_wp181_69808","ornithine_biosynthesis,_glutamate_=>_ornithine","11","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","assimilatory_sulfate_reduction,_sulfate_=>_h2s","12","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","eif4f_complex","4","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","13","0.030","0.001"
"sc_p-cymene_degradation_wp181_69808","prpp_biosynthesis,_ribose_5p_=>_prpp","11","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","dna_damage-induced_cell_cycle_checkpoints","9","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","copii_complex","5","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","ergocalciferol_biosynthesis","7","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","rna_polymerase_iii,_eukaryotes","10","0.059","0.006"
"sc_p-cymene_degradation_wp181_69808","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","14","0.008","0.000"
"sc_p-cymene_degradation_wp181_69808","scf-met30_complex","8","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","11","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","tramp_complex","4","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","histidine_biosynthesis,_prpp_=>_histidine","10","0.026","0.001"
"sc_p-cymene_degradation_wp181_69808","ribosome,_eukaryotes","7","0.426","0.373"
"sc_p-cymene_degradation_wp181_69808","escrt-ii_complex","7","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","tryptophan_biosynthesis,_chorismate_=>_tryptophan","10","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","proteasome,_20s_core_particle","8","0.052","0.004"
"sc_p-cymene_degradation_wp181_69808","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","12","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","11","0.041","0.003"
"sc_p-cymene_degradation_wp181_69808","fatty_acid_biosynthesis,_elongation","13","0.011","0.000"
"sc_p-cymene_degradation_wp181_69808","rna_polymerase_i,_eukaryotes","10","0.052","0.004"
"sc_p-cymene_degradation_wp181_69808","exosome,_eukaryotes","7","0.038","0.002"
"sc_p-cymene_degradation_wp181_69808","dna_polymerase_epsilon_complex","13","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","13","0.015","0.000"
"sc_p-cymene_degradation_wp181_69808","n-glycan_precursor_biosynthesis","9","0.049","0.004"
"sc_p-cymene_degradation_wp181_69808","cytochrome_bc1_complex_respiratory_unit","12","0.023","0.001"
"sc_p-cymene_degradation_wp181_69808","dna_polymerase_zeta  complex","11","0.008","0.000"
"sc_p-cymene_degradation_wp181_69808","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","14","0.008","0.000"
"sc_p-cymene_degradation_wp181_69808","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","13","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","13","0.019","0.000"
"sc_p-cymene_degradation_wp181_69808","scf-cdc4_complex","7","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","c5_isoprenoid_biosynthesis,_mevalonate_pathway","20","0.020","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","gluconeogenesis,_oxaloacetate_=>_fructose-6p","13","0.045","0.003"
"sc_tyrosine_biosynthesis_wp538_69941","aminoacyl-trna_biosynthesis,_eukaryotes","18","0.088","0.012"
"sc_tyrosine_biosynthesis_wp538_69941","scf-grr1_complex","6","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","15","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","n-glycan_biosynthesis,_high-mannose_type","17","0.028","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","cell_cycle_-_g1/s_transition","9","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","14","0.023","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","succinate_dehydrogenase_(ubiquinone)","14","0.018","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","15","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","14","0.042","0.003"
"sc_tyrosine_biosynthesis_wp538_69941","beta-oxidation,_acyl-coa_synthesis","15","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","escrt-0_complex","6","0.005","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","proline_biosynthesis,_glutamate_=>_proline","20","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","23","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","glyoxylate_cycle","6","0.028","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","exosome,_archaea","6","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","20","0.020","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","camp_signaling","7","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","f-type_atpase,_eukaryotes","9","0.042","0.003"
"sc_tyrosine_biosynthesis_wp538_69941","sphingosine_degradation","10","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","21","0.023","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","21","0.020","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","22","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","16","0.018","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","ski_complex","5","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","mrx_complex","4","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","22","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","lsm_1-7_complex","5","0.018","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","glycolysis,_core_module_involving_three-carbon_compounds","14","0.042","0.003"
"sc_tyrosine_biosynthesis_wp538_69941","sm_core_complex","7","0.018","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","cell_cycle_-_g2/m_transition","9","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","dna_polymerase_alpha_/_primase_complex","11","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","decapping_complex","6","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","sec61_complex","5","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","mcm_complex","4","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","spliceosome,_u1-snrnp","9","0.023","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","cap_binding_complex","8","0.005","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","h/aca_ribonucleoprotein_complex","12","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","origin_recognition_complex","10","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","n-glycan_precursor_trimming","7","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","gins_complex","5","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","tetrahydrofolate_biosynthesis,_gtp_=>_thf","21","0.018","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","lsm_2-8_complex","5","0.018","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","proteasome,_19s_regulatory_particle_(pa700)","11","0.047","0.003"
"sc_tyrosine_biosynthesis_wp538_69941","rf-c_complex","4","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","22","0.023","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","22","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","23","0.005","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","holo-tfiih_complex","6","0.025","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","serine_biosynthesis,_glycerate-3p_=>_serine","21","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","cytochrome_bc1_complex","9","0.033","0.002"
"sc_tyrosine_biosynthesis_wp538_69941","escrt-iii_complex","8","0.020","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","14","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","17","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","21","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","c1-unit_interconversion,_eukaryotes","13","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","20","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","gaba_(gamma-aminobutyrate)_shunt","9","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","n-glycosylation_by_oligosaccharyltransferase","14","0.023","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","coenzyme_a_biosynthesis,_pantothenate_=>_coa","20","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","fatty_acid_biosynthesis,_initiation","17","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","gpi-anchor_biosynthesis,_core_oligosaccharide","17","0.020","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","pentose_phosphate_pathway_(pentose_phosphate_cycle)","14","0.035","0.002"
"sc_tyrosine_biosynthesis_wp538_69941","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","21","0.020","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","21","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","19","0.015","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","p97-ufd1-npl4_complex","4","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","19","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","citrate_cycle_(tca_cycle,_krebs_cycle)","10","0.064","0.006"
"sc_tyrosine_biosynthesis_wp538_69941","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","12","0.064","0.006"
"sc_tyrosine_biosynthesis_wp538_69941","methionine_salvage_pathway","10","0.025","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","apc/c_complex","4","0.033","0.002"
"sc_tyrosine_biosynthesis_wp538_69941","rna_polymerase_ii,_eukaryotes","11","0.030","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","ornithine_biosynthesis,_glutamate_=>_ornithine","19","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","assimilatory_sulfate_reduction,_sulfate_=>_h2s","13","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","eif4f_complex","4","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","20","0.020","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","prpp_biosynthesis,_ribose_5p_=>_prpp","17","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","dna_damage-induced_cell_cycle_checkpoints","10","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","copii_complex","6","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","ergocalciferol_biosynthesis","17","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","rna_polymerase_iii,_eukaryotes","11","0.040","0.002"
"sc_tyrosine_biosynthesis_wp538_69941","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","21","0.005","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","scf-met30_complex","6","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","19","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","tramp_complex","5","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","histidine_biosynthesis,_prpp_=>_histidine","21","0.018","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","ribosome,_eukaryotes","9","0.309","0.170"
"sc_tyrosine_biosynthesis_wp538_69941","escrt-ii_complex","7","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","tryptophan_biosynthesis,_chorismate_=>_tryptophan","19","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","proteasome,_20s_core_particle","9","0.035","0.002"
"sc_tyrosine_biosynthesis_wp538_69941","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","21","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","19","0.028","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","fatty_acid_biosynthesis,_elongation","17","0.008","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","rna_polymerase_i,_eukaryotes","11","0.035","0.002"
"sc_tyrosine_biosynthesis_wp538_69941","exosome,_eukaryotes","8","0.025","0.001"
"sc_tyrosine_biosynthesis_wp538_69941","dna_polymerase_epsilon_complex","11","0.013","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","19","0.010","0.000"
"sc_tyrosine_biosynthesis_wp538_69941","n-glycan_precursor_biosynthesis","17","0.033","0.002"
