"kegg","wikipathways","LCS","Gene Agreement","GenePair Agreement"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","22","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_methionine_degradation_wp46_69881","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_threonine_and_methionine_biosynthesis_wp423_69874","20","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","25","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_pentose_phosphate_pathway_2_wp670_73392","13","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","18","1.000","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","21","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_asparagine_biosynthesis_wp67_71349","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_phenylalanine_biosynthesis_wp194_69817","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_tryptophan_biosynthesis_wp165_71899","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","22","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","21","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","21","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_pathways_of_chorismate_wp213_71175","13","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_tca_cycle_wp490_78394","8","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glucose_repression_wp2836_78395","13","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_nucleotide_metabolism_wp321_71895","14","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_arginine_degradation_wp54_70247","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_isoleucine_and_valine_biosynthesis_wp359_69861","20","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_fatty_acid_oxidation_wp91_71343","21","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_p-cymene_degradation_wp181_69808","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_tyrosine_biosynthesis_wp538_69941","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_lipases_biosynthesis_wp71_70049","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glutamate_degradation_viii_wp99_70055","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_threonine_biosynthesis_wp331_70271","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_fatty_acid_elongation,_saturated_wp380_69867","27","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_de_novo_nad_biosynthesis_wp541_69942","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_protein_modifications_wp346_69859","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_polyamine_biosynthesis_wp290_69849","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_arginine_biosynthesis_wp275_69844","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_valine_biosynthesis_wp2_78390","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_sucrose_biosynthesis_wp14_69669","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_serine-isocitrate_lyase_pathway_wp390_69869","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glutathione_biosynthesis_wp196_76277","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glycogen_catabolism_wp478_70263","12","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glutamate_degradation_vii_wp559_70041","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_galactose_metabolism_wp549_69945","14","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_aerobic_glycerol_catabolism_wp224_71353","14","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_deoxyribose_phosphate_metabolism_wp228_69829","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_gluconeogenesis_wp156_69762","12","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_nad_biosynthesis_wp84_71345","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","21","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_cell_cycle_and_cell_division_wp414_78393","14","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_udp-glucose_conversion_wp109_69750","14","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","26","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","20","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_trehalose_degradation,_low_osmolarity_wp70_70048","20","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_leucine_biosynthesis_wp180_69807","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_toluene_degradation_wp60_78389","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_triglyceride_biosynthesis_wp266_69843","21","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glycolysis_wp253_69832","10","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_proteasome_degradation_wp158_77442","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_tryptophan_degradation_wp301_67723","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glucose-1-phosphate_metabolism_wp260_69835","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","22","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","21","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glutamate_biosynthesis_wp77_71350","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_lactose_degradation_wp546_69943","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_isoleucine_biosynthesis_wp250_69831","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glycolysis_and_gluconeogenesis_wp515_78397","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_asparagine_degradation_wp432_71892","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_tca_cycle_-_detailed_wp296_76239","13","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","23","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_phenylalanine_degradation_wp573_74213","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_purine_fermentation_wp463_73550","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_serine_and_glycine_biosynthesis_wp218_69824","20","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_histidine_biosynthesis_wp514_71894","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_serine_biosynthesis_wp459_69877","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_ubiquinone_biosynthesis_wp308_69850","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_translation_factors_wp32_71347","14","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","22","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_phospholipid_biosynthesis_wp9_69581","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_sphingolipid_metabolism_wp370_76472","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_xylulose-monophosphate_cycle_wp361_69862","14","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_principle_pathways_of_carbon_metabolism_wp112_78138","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glutamate_degradation_iii_wp503_69932","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_chorismate_biosynthesis_wp479_73732","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glutamate_degradation_i_wp556_69958","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_leucine_degradation_wp354_70265","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_dna_replication_wp13_78398","14","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_genes_of_meiotic_recombination_wp377_69605","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_nad_salvage_pathway_wp171_73683","12","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_aspartate_biosynthesis_wp1518_76276","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glycine_degradation_wp345_71005","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_pyruvate_dehydrogenase_pathway_wp214_69823","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","21","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_cholesterol_biosynthesis_wp132_77403","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_lysine_biosynthesis_wp533_69940","18","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_glycine_biosynthesis_wp261_77412","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_octane_oxidation_wp552_69954","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","20","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_folic_acid_biosynthesis_wp555_69957","22","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_sulfur_amino_acid_biosynthesis_wp7_70252","23","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_isoleucine_degradation_wp178_69780","17","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_tryptophan_degradation_via_kynurenine_wp452_70274","19","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_m-cresol_degradation_wp172_69778","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_cytoplasmic_ribosomal_proteins_wp210_70142","16","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_mapk_signaling_pathway_wp510_78392","13","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_mitochondrial_trna_synthetases_wp62_76238","15","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_starch_and_cellulose_biosynthesis_wp257_69834","20","0.990","1.000"
"fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","sc_homocysteine_and_cysteine_interconversion_wp128_69755","19","0.990","1.000"
"p97-ufd1-npl4_complex","sc_cytoplasmic_trna_synthetases_wp219_76236","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_trehalose_biosynthesis_wp239_70272","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_fatty_acid_elongation,_unsaturated_wp16_71346","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_upiquinone_q_prenylation_wp287_69848","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_anaerobic_respiration_wp575_73676","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_allantoin_degradation_wp328_71348","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_sulfur_degradation_wp440_69875","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_pentose_phosphate_pathway_wp369_69863","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_eukaryotic_transcription_initiation_wp425_77440","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_sulfate_assimilation_pathway_ii_wp579_70251","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","9","0.990","1.000"
"p97-ufd1-npl4_complex","sc_methionine_degradation_wp46_69881","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_threonine_and_methionine_biosynthesis_wp423_69874","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_pentose_phosphate_pathway_2_wp670_73392","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","7","1.000","1.000"
"p97-ufd1-npl4_complex","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_asparagine_biosynthesis_wp67_71349","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_phenylalanine_biosynthesis_wp194_69817","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_tryptophan_biosynthesis_wp165_71899","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_pathways_of_chorismate_wp213_71175","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_tca_cycle_wp490_78394","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glucose_repression_wp2836_78395","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_nucleotide_metabolism_wp321_71895","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_arginine_degradation_wp54_70247","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_isoleucine_and_valine_biosynthesis_wp359_69861","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_fatty_acid_oxidation_wp91_71343","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_p-cymene_degradation_wp181_69808","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_tyrosine_biosynthesis_wp538_69941","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_lipases_biosynthesis_wp71_70049","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glutamate_degradation_viii_wp99_70055","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_threonine_biosynthesis_wp331_70271","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_fatty_acid_elongation,_saturated_wp380_69867","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_de_novo_nad_biosynthesis_wp541_69942","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_protein_modifications_wp346_69859","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_polyamine_biosynthesis_wp290_69849","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_arginine_biosynthesis_wp275_69844","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_valine_biosynthesis_wp2_78390","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_sucrose_biosynthesis_wp14_69669","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_serine-isocitrate_lyase_pathway_wp390_69869","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glutathione_biosynthesis_wp196_76277","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glycogen_catabolism_wp478_70263","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glutamate_degradation_vii_wp559_70041","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_galactose_metabolism_wp549_69945","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_aerobic_glycerol_catabolism_wp224_71353","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_deoxyribose_phosphate_metabolism_wp228_69829","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_gluconeogenesis_wp156_69762","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_nad_biosynthesis_wp84_71345","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_cell_cycle_and_cell_division_wp414_78393","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_udp-glucose_conversion_wp109_69750","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_trehalose_degradation,_low_osmolarity_wp70_70048","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_leucine_biosynthesis_wp180_69807","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_toluene_degradation_wp60_78389","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_triglyceride_biosynthesis_wp266_69843","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glycolysis_wp253_69832","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_proteasome_degradation_wp158_77442","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_tryptophan_degradation_wp301_67723","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glucose-1-phosphate_metabolism_wp260_69835","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glutamate_biosynthesis_wp77_71350","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_lactose_degradation_wp546_69943","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_isoleucine_biosynthesis_wp250_69831","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glycolysis_and_gluconeogenesis_wp515_78397","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_asparagine_degradation_wp432_71892","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_tca_cycle_-_detailed_wp296_76239","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_phenylalanine_degradation_wp573_74213","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_purine_fermentation_wp463_73550","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_serine_and_glycine_biosynthesis_wp218_69824","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_histidine_biosynthesis_wp514_71894","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_serine_biosynthesis_wp459_69877","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_ubiquinone_biosynthesis_wp308_69850","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_translation_factors_wp32_71347","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_phospholipid_biosynthesis_wp9_69581","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_sphingolipid_metabolism_wp370_76472","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_xylulose-monophosphate_cycle_wp361_69862","8","0.990","1.000"
"p97-ufd1-npl4_complex","sc_principle_pathways_of_carbon_metabolism_wp112_78138","9","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glutamate_degradation_iii_wp503_69932","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_chorismate_biosynthesis_wp479_73732","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glutamate_degradation_i_wp556_69958","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_leucine_degradation_wp354_70265","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_dna_replication_wp13_78398","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_genes_of_meiotic_recombination_wp377_69605","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_nad_salvage_pathway_wp171_73683","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_aspartate_biosynthesis_wp1518_76276","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glycine_degradation_wp345_71005","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_pyruvate_dehydrogenase_pathway_wp214_69823","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_cholesterol_biosynthesis_wp132_77403","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_lysine_biosynthesis_wp533_69940","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_glycine_biosynthesis_wp261_77412","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_octane_oxidation_wp552_69954","4","0.990","1.000"
"p97-ufd1-npl4_complex","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_folic_acid_biosynthesis_wp555_69957","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_sulfur_amino_acid_biosynthesis_wp7_70252","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_isoleucine_degradation_wp178_69780","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_tryptophan_degradation_via_kynurenine_wp452_70274","6","0.990","1.000"
"p97-ufd1-npl4_complex","sc_m-cresol_degradation_wp172_69778","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_cytoplasmic_ribosomal_proteins_wp210_70142","7","0.990","1.000"
"p97-ufd1-npl4_complex","sc_mapk_signaling_pathway_wp510_78392","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_mitochondrial_trna_synthetases_wp62_76238","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_starch_and_cellulose_biosynthesis_wp257_69834","5","0.990","1.000"
"p97-ufd1-npl4_complex","sc_homocysteine_and_cysteine_interconversion_wp128_69755","6","0.990","1.000"
"nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","sc_cytoplasmic_trna_synthetases_wp219_76236","17","0.990","1.000"
"nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","sc_trehalose_biosynthesis_wp239_70272","19","0.990","1.000"
"nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","22","0.990","1.000"
"nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","sc_fatty_acid_elongation,_unsaturated_wp16_71346","18","0.990","1.000"
"nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","sc_upiquinone_q_prenylation_wp287_69848","14","0.990","1.000"
"nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","sc_anaerobic_respiration_wp575_73676","14","0.990","1.000"
"nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","25","0.990","1.000"
"nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","22","0.990","1.000"
